timestamp_utc,iso_pdt,carrier=verizon;connection_type=lte_cellular;experiment=none,default
1782979560,2026-07-02T01:06:00-07:00,2.8,
1782979620,2026-07-02T01:07:00-07:00,3,
1782979680,2026-07-02T01:08:00-07:00,2,
1782979740,2026-07-02T01:09:00-07:00,3,
1782979800,2026-07-02T01:10:00-07:00,2.6,
1782979860,2026-07-02T01:11:00-07:00,3.1,
1782979920,2026-07-02T01:12:00-07:00,2.6,
1782979980,2026-07-02T01:13:00-07:00,2.3,
1782980040,2026-07-02T01:14:00-07:00,2.7,
1782980100,2026-07-02T01:15:00-07:00,1.9,
1782980160,2026-07-02T01:16:00-07:00,2.7,
1782980220,2026-07-02T01:17:00-07:00,2.5,
1782980280,2026-07-02T01:18:00-07:00,2.8,
1782980340,2026-07-02T01:19:00-07:00,2.6,
1782980400,2026-07-02T01:20:00-07:00,2.4,
1782980460,2026-07-02T01:21:00-07:00,2.5,
1782980520,2026-07-02T01:22:00-07:00,2.7,
1782980580,2026-07-02T01:23:00-07:00,2.2,
1782980640,2026-07-02T01:24:00-07:00,2.4,
1782980700,2026-07-02T01:25:00-07:00,2.5,
1782980760,2026-07-02T01:26:00-07:00,2.4,
1782980820,2026-07-02T01:27:00-07:00,2.5,
1782980880,2026-07-02T01:28:00-07:00,2.3,
1782980940,2026-07-02T01:29:00-07:00,2.3,
1782981000,2026-07-02T01:30:00-07:00,3.1,
1782981060,2026-07-02T01:31:00-07:00,2.8,
1782981120,2026-07-02T01:32:00-07:00,2.7,
1782981180,2026-07-02T01:33:00-07:00,3,
1782981240,2026-07-02T01:34:00-07:00,2.7,
1782981300,2026-07-02T01:35:00-07:00,2.1,
1782981360,2026-07-02T01:36:00-07:00,3,
1782981420,2026-07-02T01:37:00-07:00,3.6,
1782981480,2026-07-02T01:38:00-07:00,2.8,
1782981540,2026-07-02T01:39:00-07:00,2.1,
1782981600,2026-07-02T01:40:00-07:00,2.1,
1782981660,2026-07-02T01:41:00-07:00,2.9,
1782981720,2026-07-02T01:42:00-07:00,3,
1782981780,2026-07-02T01:43:00-07:00,2.8,
1782981840,2026-07-02T01:44:00-07:00,2,
1782981900,2026-07-02T01:45:00-07:00,3.2,
1782981960,2026-07-02T01:46:00-07:00,2,
1782982020,2026-07-02T01:47:00-07:00,2,
1782982080,2026-07-02T01:48:00-07:00,4.3,
1782982140,2026-07-02T01:49:00-07:00,2.1,
1782982200,2026-07-02T01:50:00-07:00,3,
1782982260,2026-07-02T01:51:00-07:00,2.5,
1782982320,2026-07-02T01:52:00-07:00,4.5,
1782982380,2026-07-02T01:53:00-07:00,3.1,
1782982440,2026-07-02T01:54:00-07:00,2.3,
1782982500,2026-07-02T01:55:00-07:00,3.3,
1782982560,2026-07-02T01:56:00-07:00,3.4,
1782982620,2026-07-02T01:57:00-07:00,2.9,
1782982680,2026-07-02T01:58:00-07:00,3.3,
1782982740,2026-07-02T01:59:00-07:00,2.9,
1782982800,2026-07-02T02:00:00-07:00,3.2,
1782982860,2026-07-02T02:01:00-07:00,2.1,
1782982920,2026-07-02T02:02:00-07:00,2.3,
1782982980,2026-07-02T02:03:00-07:00,3,
1782983040,2026-07-02T02:04:00-07:00,2.9,
1782983100,2026-07-02T02:05:00-07:00,3,
1782983160,2026-07-02T02:06:00-07:00,1.8,
1782983220,2026-07-02T02:07:00-07:00,2.3,
1782983280,2026-07-02T02:08:00-07:00,2.4,
1782983340,2026-07-02T02:09:00-07:00,2.7,
1782983400,2026-07-02T02:10:00-07:00,3.5,
1782983460,2026-07-02T02:11:00-07:00,2.4,
1782983520,2026-07-02T02:12:00-07:00,2.4,
1782983580,2026-07-02T02:13:00-07:00,2.8,
1782983640,2026-07-02T02:14:00-07:00,3.9,
1782983700,2026-07-02T02:15:00-07:00,2.9,
1782983760,2026-07-02T02:16:00-07:00,2.3,
1782983820,2026-07-02T02:17:00-07:00,2.6,
1782983880,2026-07-02T02:18:00-07:00,2.9,
1782983940,2026-07-02T02:19:00-07:00,2.8,
1782984000,2026-07-02T02:20:00-07:00,3,
1782984060,2026-07-02T02:21:00-07:00,2,
1782984120,2026-07-02T02:22:00-07:00,3.7,
1782984180,2026-07-02T02:23:00-07:00,2,
1782984240,2026-07-02T02:24:00-07:00,3.2,
1782984300,2026-07-02T02:25:00-07:00,11.6,
1782984360,2026-07-02T02:26:00-07:00,2.9,
1782984420,2026-07-02T02:27:00-07:00,4,
1782984480,2026-07-02T02:28:00-07:00,1.9,
1782984540,2026-07-02T02:29:00-07:00,2.6,
1782984600,2026-07-02T02:30:00-07:00,2.8,
1782984660,2026-07-02T02:31:00-07:00,2.7,
1782984720,2026-07-02T02:32:00-07:00,3.9,
1782984780,2026-07-02T02:33:00-07:00,4.1,
1782984840,2026-07-02T02:34:00-07:00,1.9,
1782984900,2026-07-02T02:35:00-07:00,2.8,
1782984960,2026-07-02T02:36:00-07:00,2.5,
1782985020,2026-07-02T02:37:00-07:00,2.4,
1782985080,2026-07-02T02:38:00-07:00,2.9,
1782985140,2026-07-02T02:39:00-07:00,3.6,
1782985200,2026-07-02T02:40:00-07:00,2.7,
1782985260,2026-07-02T02:41:00-07:00,2.7,
1782985320,2026-07-02T02:42:00-07:00,3.1,
1782985380,2026-07-02T02:43:00-07:00,2.7,
1782985440,2026-07-02T02:44:00-07:00,4.5,
1782985500,2026-07-02T02:45:00-07:00,2.4,
1782985560,2026-07-02T02:46:00-07:00,2.4,
1782985620,2026-07-02T02:47:00-07:00,2.9,
1782985680,2026-07-02T02:48:00-07:00,2,
1782985740,2026-07-02T02:49:00-07:00,2.2,
1782985800,2026-07-02T02:50:00-07:00,2.9,
1782985860,2026-07-02T02:51:00-07:00,2.4,
1782985920,2026-07-02T02:52:00-07:00,2.3,
1782985980,2026-07-02T02:53:00-07:00,2,
1782986040,2026-07-02T02:54:00-07:00,1.8,
1782986100,2026-07-02T02:55:00-07:00,4.8,
1782986160,2026-07-02T02:56:00-07:00,3.4,
1782986220,2026-07-02T02:57:00-07:00,2.7,
1782986280,2026-07-02T02:58:00-07:00,2.5,
1782986340,2026-07-02T02:59:00-07:00,2.6,
1782986400,2026-07-02T03:00:00-07:00,2.9,
1782986460,2026-07-02T03:01:00-07:00,2.9,
1782986520,2026-07-02T03:02:00-07:00,2.7,
1782986580,2026-07-02T03:03:00-07:00,2.2,
1782986640,2026-07-02T03:04:00-07:00,2.9,
1782986700,2026-07-02T03:05:00-07:00,2.4,
1782986760,2026-07-02T03:06:00-07:00,2.3,
1782986820,2026-07-02T03:07:00-07:00,2.5,
1782986880,2026-07-02T03:08:00-07:00,2.6,
1782986940,2026-07-02T03:09:00-07:00,2,
1782987000,2026-07-02T03:10:00-07:00,2.1,
1782987060,2026-07-02T03:11:00-07:00,2.4,
1782987120,2026-07-02T03:12:00-07:00,2.8,
1782987180,2026-07-02T03:13:00-07:00,1.9,
1782987240,2026-07-02T03:14:00-07:00,2.3,
1782987300,2026-07-02T03:15:00-07:00,2.3,
1782987360,2026-07-02T03:16:00-07:00,2.7,
1782987420,2026-07-02T03:17:00-07:00,2.6,
1782987480,2026-07-02T03:18:00-07:00,2,
1782987540,2026-07-02T03:19:00-07:00,2.9,
1782987600,2026-07-02T03:20:00-07:00,2.8,
1782987660,2026-07-02T03:21:00-07:00,2.9,
1782987720,2026-07-02T03:22:00-07:00,3.7,
1782987780,2026-07-02T03:23:00-07:00,2.7,
1782987840,2026-07-02T03:24:00-07:00,2.3,
1782987900,2026-07-02T03:25:00-07:00,2.1,
1782987960,2026-07-02T03:26:00-07:00,2.3,
1782988020,2026-07-02T03:27:00-07:00,2.1,
1782988080,2026-07-02T03:28:00-07:00,2.9,
1782988140,2026-07-02T03:29:00-07:00,2.9,
1782988200,2026-07-02T03:30:00-07:00,2.9,
1782988260,2026-07-02T03:31:00-07:00,3.2,
1782988320,2026-07-02T03:32:00-07:00,2.9,
1782988380,2026-07-02T03:33:00-07:00,2.9,
1782988440,2026-07-02T03:34:00-07:00,2.8,
1782988500,2026-07-02T03:35:00-07:00,2.3,
1782988560,2026-07-02T03:36:00-07:00,2.2,
1782988620,2026-07-02T03:37:00-07:00,2.1,
1782988680,2026-07-02T03:38:00-07:00,2.3,
1782988740,2026-07-02T03:39:00-07:00,2.9,
1782988800,2026-07-02T03:40:00-07:00,2.4,
1782988860,2026-07-02T03:41:00-07:00,1.9,
1782988920,2026-07-02T03:42:00-07:00,2.8,
1782988980,2026-07-02T03:43:00-07:00,2.2,
1782989040,2026-07-02T03:44:00-07:00,3.1,
1782989100,2026-07-02T03:45:00-07:00,3.2,
1782989160,2026-07-02T03:46:00-07:00,3.7,
1782989220,2026-07-02T03:47:00-07:00,2.8,
1782989280,2026-07-02T03:48:00-07:00,2.8,
1782989340,2026-07-02T03:49:00-07:00,4.7,
1782989400,2026-07-02T03:50:00-07:00,3.1,
1782989460,2026-07-02T03:51:00-07:00,3.4,
1782989520,2026-07-02T03:52:00-07:00,2.8,
1782989580,2026-07-02T03:53:00-07:00,3.2,
1782989640,2026-07-02T03:54:00-07:00,4.4,
1782989700,2026-07-02T03:55:00-07:00,2.6,
1782989760,2026-07-02T03:56:00-07:00,2.8,
1782989820,2026-07-02T03:57:00-07:00,2.1,
1782989880,2026-07-02T03:58:00-07:00,3,
1782989940,2026-07-02T03:59:00-07:00,2.7,
1782990000,2026-07-02T04:00:00-07:00,5.5,
1782990060,2026-07-02T04:01:00-07:00,3,
1782990120,2026-07-02T04:02:00-07:00,2.2,
1782990180,2026-07-02T04:03:00-07:00,2.8,
1782990240,2026-07-02T04:04:00-07:00,2.3,
1782990300,2026-07-02T04:05:00-07:00,3.1,
1782990360,2026-07-02T04:06:00-07:00,9,
1782990420,2026-07-02T04:07:00-07:00,3.4,
1782990480,2026-07-02T04:08:00-07:00,2.9,
1782990540,2026-07-02T04:09:00-07:00,3.1,
1782990600,2026-07-02T04:10:00-07:00,2.1,
1782990660,2026-07-02T04:11:00-07:00,2.8,
1782990720,2026-07-02T04:12:00-07:00,3.2,
1782990780,2026-07-02T04:13:00-07:00,1.7,
1782990840,2026-07-02T04:14:00-07:00,2.9,
1782990900,2026-07-02T04:15:00-07:00,3,
1782990960,2026-07-02T04:16:00-07:00,3,
1782991020,2026-07-02T04:17:00-07:00,1.6,
1782991080,2026-07-02T04:18:00-07:00,2.4,
1782991140,2026-07-02T04:19:00-07:00,2.3,
1782991200,2026-07-02T04:20:00-07:00,3.4,
1782991260,2026-07-02T04:21:00-07:00,2.9,
1782991320,2026-07-02T04:22:00-07:00,2.5,
1782991380,2026-07-02T04:23:00-07:00,3.1,
1782991440,2026-07-02T04:24:00-07:00,4.7,
1782991500,2026-07-02T04:25:00-07:00,1.9,
1782991560,2026-07-02T04:26:00-07:00,3.3,
1782991620,2026-07-02T04:27:00-07:00,3.2,
1782991680,2026-07-02T04:28:00-07:00,3.7,
1782991740,2026-07-02T04:29:00-07:00,2.3,
1782991800,2026-07-02T04:30:00-07:00,2.8,
1782991860,2026-07-02T04:31:00-07:00,2.4,
1782991920,2026-07-02T04:32:00-07:00,2,
1782991980,2026-07-02T04:33:00-07:00,2.6,
1782992040,2026-07-02T04:34:00-07:00,2.7,
1782992100,2026-07-02T04:35:00-07:00,3.1,
1782992160,2026-07-02T04:36:00-07:00,2.8,
1782992220,2026-07-02T04:37:00-07:00,2.1,
1782992280,2026-07-02T04:38:00-07:00,4.9,
1782992340,2026-07-02T04:39:00-07:00,2.3,
1782992400,2026-07-02T04:40:00-07:00,2.2,
1782992460,2026-07-02T04:41:00-07:00,2.7,
1782992520,2026-07-02T04:42:00-07:00,2.1,
1782992580,2026-07-02T04:43:00-07:00,3.1,
1782992640,2026-07-02T04:44:00-07:00,2.1,
1782992700,2026-07-02T04:45:00-07:00,2.9,
1782992760,2026-07-02T04:46:00-07:00,3,
1782992820,2026-07-02T04:47:00-07:00,2.3,
1782992880,2026-07-02T04:48:00-07:00,2.2,
1782992940,2026-07-02T04:49:00-07:00,1.7,
1782993000,2026-07-02T04:50:00-07:00,2.1,
1782993060,2026-07-02T04:51:00-07:00,4.6,
1782993120,2026-07-02T04:52:00-07:00,2.3,
1782993180,2026-07-02T04:53:00-07:00,2.7,
1782993240,2026-07-02T04:54:00-07:00,2.9,
1782993300,2026-07-02T04:55:00-07:00,3.1,
1782993360,2026-07-02T04:56:00-07:00,2.8,
1782993420,2026-07-02T04:57:00-07:00,2.6,
1782993480,2026-07-02T04:58:00-07:00,2.9,
1782993540,2026-07-02T04:59:00-07:00,2.5,
1782993600,2026-07-02T05:00:00-07:00,2.9,
1782993660,2026-07-02T05:01:00-07:00,2.5,
1782993720,2026-07-02T05:02:00-07:00,2.7,
1782993780,2026-07-02T05:03:00-07:00,2.8,
1782993840,2026-07-02T05:04:00-07:00,2.7,
1782993900,2026-07-02T05:05:00-07:00,2.9,
1782993960,2026-07-02T05:06:00-07:00,3.2,
1782994020,2026-07-02T05:07:00-07:00,2.7,
1782994080,2026-07-02T05:08:00-07:00,2.1,
1782994140,2026-07-02T05:09:00-07:00,2.4,
1782994200,2026-07-02T05:10:00-07:00,1.9,
1782994260,2026-07-02T05:11:00-07:00,2.9,
1782994320,2026-07-02T05:12:00-07:00,3.3,
1782994380,2026-07-02T05:13:00-07:00,2,
1782994440,2026-07-02T05:14:00-07:00,3.1,
1782994500,2026-07-02T05:15:00-07:00,2.4,
1782994560,2026-07-02T05:16:00-07:00,2.6,
1782994620,2026-07-02T05:17:00-07:00,2.6,
1782994680,2026-07-02T05:18:00-07:00,2.3,
1782994740,2026-07-02T05:19:00-07:00,2.8,
1782994800,2026-07-02T05:20:00-07:00,2.6,
1782994860,2026-07-02T05:21:00-07:00,1.7,
1782994920,2026-07-02T05:22:00-07:00,2.4,
1782994980,2026-07-02T05:23:00-07:00,4.1,
1782995040,2026-07-02T05:24:00-07:00,3.1,
1782995100,2026-07-02T05:25:00-07:00,3,
1782995160,2026-07-02T05:26:00-07:00,2.3,
1782995220,2026-07-02T05:27:00-07:00,2.2,
1782995280,2026-07-02T05:28:00-07:00,3,
1782995340,2026-07-02T05:29:00-07:00,2.1,
1782995400,2026-07-02T05:30:00-07:00,2.1,
1782995460,2026-07-02T05:31:00-07:00,2.6,
1782995520,2026-07-02T05:32:00-07:00,2.3,
1782995580,2026-07-02T05:33:00-07:00,3.3,
1782995640,2026-07-02T05:34:00-07:00,3.6,
1782995700,2026-07-02T05:35:00-07:00,3.1,
1782995760,2026-07-02T05:36:00-07:00,2.6,
1782995820,2026-07-02T05:37:00-07:00,1.8,
1782995880,2026-07-02T05:38:00-07:00,2.9,
1782995940,2026-07-02T05:39:00-07:00,2.7,
1782996000,2026-07-02T05:40:00-07:00,2.2,
1782996060,2026-07-02T05:41:00-07:00,2.7,
1782996120,2026-07-02T05:42:00-07:00,2.7,
1782996180,2026-07-02T05:43:00-07:00,2.8,
1782996240,2026-07-02T05:44:00-07:00,2.2,
1782996300,2026-07-02T05:45:00-07:00,2,
1782996360,2026-07-02T05:46:00-07:00,1.7,
1782996420,2026-07-02T05:47:00-07:00,2.6,
1782996480,2026-07-02T05:48:00-07:00,3.3,
1782996540,2026-07-02T05:49:00-07:00,2.5,
1782996600,2026-07-02T05:50:00-07:00,3,
1782996660,2026-07-02T05:51:00-07:00,3.1,
1782996720,2026-07-02T05:52:00-07:00,3.1,
1782996780,2026-07-02T05:53:00-07:00,2.4,
1782996840,2026-07-02T05:54:00-07:00,4.5,
1782996900,2026-07-02T05:55:00-07:00,2.8,
1782996960,2026-07-02T05:56:00-07:00,3.2,
1782997020,2026-07-02T05:57:00-07:00,3.7,
1782997080,2026-07-02T05:58:00-07:00,3,
1782997140,2026-07-02T05:59:00-07:00,3.1,
1782997200,2026-07-02T06:00:00-07:00,2.6,
1782997260,2026-07-02T06:01:00-07:00,1.8,
1782997320,2026-07-02T06:02:00-07:00,2.3,
1782997380,2026-07-02T06:03:00-07:00,2.4,
1782997440,2026-07-02T06:04:00-07:00,2.9,
1782997500,2026-07-02T06:05:00-07:00,2.4,
1782997560,2026-07-02T06:06:00-07:00,3.4,
1782997620,2026-07-02T06:07:00-07:00,2.8,
1782997680,2026-07-02T06:08:00-07:00,3,
1782997740,2026-07-02T06:09:00-07:00,2.7,
1782997800,2026-07-02T06:10:00-07:00,2.7,
1782997860,2026-07-02T06:11:00-07:00,2,
1782997920,2026-07-02T06:12:00-07:00,1.9,
1782997980,2026-07-02T06:13:00-07:00,2.3,
1782998040,2026-07-02T06:14:00-07:00,2.8,
1782998100,2026-07-02T06:15:00-07:00,1.7,
1782998160,2026-07-02T06:16:00-07:00,2.4,
1782998220,2026-07-02T06:17:00-07:00,2.4,
1782998280,2026-07-02T06:18:00-07:00,2.8,
1782998340,2026-07-02T06:19:00-07:00,2.3,
1782998400,2026-07-02T06:20:00-07:00,2.8,
1782998460,2026-07-02T06:21:00-07:00,2.1,
1782998520,2026-07-02T06:22:00-07:00,3.1,
1782998580,2026-07-02T06:23:00-07:00,3,
1782998640,2026-07-02T06:24:00-07:00,2.1,
1782998700,2026-07-02T06:25:00-07:00,1.8,
1782998760,2026-07-02T06:26:00-07:00,3.3,
1782998820,2026-07-02T06:27:00-07:00,1.8,
1782998880,2026-07-02T06:28:00-07:00,2.9,
1782998940,2026-07-02T06:29:00-07:00,2.8,
1782999000,2026-07-02T06:30:00-07:00,2.9,
1782999060,2026-07-02T06:31:00-07:00,2.3,
1782999120,2026-07-02T06:32:00-07:00,3.2,
1782999180,2026-07-02T06:33:00-07:00,1.6,
1782999240,2026-07-02T06:34:00-07:00,2.8,
1782999300,2026-07-02T06:35:00-07:00,2.9,
1782999360,2026-07-02T06:36:00-07:00,1.8,
1782999420,2026-07-02T06:37:00-07:00,2.1,
1782999480,2026-07-02T06:38:00-07:00,4.2,
1782999540,2026-07-02T06:39:00-07:00,2.9,
1782999600,2026-07-02T06:40:00-07:00,2.2,
1782999660,2026-07-02T06:41:00-07:00,3,
1782999720,2026-07-02T06:42:00-07:00,3.7,
1782999780,2026-07-02T06:43:00-07:00,2.9,
1782999840,2026-07-02T06:44:00-07:00,2.2,
1782999900,2026-07-02T06:45:00-07:00,2.7,
1782999960,2026-07-02T06:46:00-07:00,2.8,
1783000020,2026-07-02T06:47:00-07:00,2.4,
1783000080,2026-07-02T06:48:00-07:00,2.1,
1783000140,2026-07-02T06:49:00-07:00,2.2,
1783000200,2026-07-02T06:50:00-07:00,1.9,
1783000260,2026-07-02T06:51:00-07:00,1.7,
1783000320,2026-07-02T06:52:00-07:00,2.7,
1783000380,2026-07-02T06:53:00-07:00,3.1,
1783000440,2026-07-02T06:54:00-07:00,2.2,
1783000500,2026-07-02T06:55:00-07:00,2,
1783000560,2026-07-02T06:56:00-07:00,3.3,
1783000620,2026-07-02T06:57:00-07:00,2.8,
1783000680,2026-07-02T06:58:00-07:00,1.7,
1783000740,2026-07-02T06:59:00-07:00,2.9,
1783000800,2026-07-02T07:00:00-07:00,2.8,
1783000860,2026-07-02T07:01:00-07:00,2.9,
1783000920,2026-07-02T07:02:00-07:00,2.4,
1783000980,2026-07-02T07:03:00-07:00,3,
1783001040,2026-07-02T07:04:00-07:00,2,
1783001100,2026-07-02T07:05:00-07:00,2.8,
1783001160,2026-07-02T07:06:00-07:00,2.3,
1783001220,2026-07-02T07:07:00-07:00,4.6,
1783001280,2026-07-02T07:08:00-07:00,2.7,
1783001340,2026-07-02T07:09:00-07:00,3.5,
1783001400,2026-07-02T07:10:00-07:00,2,
1783001460,2026-07-02T07:11:00-07:00,2.1,
1783001520,2026-07-02T07:12:00-07:00,2.3,
1783001580,2026-07-02T07:13:00-07:00,1.5,
1783001640,2026-07-02T07:14:00-07:00,2.4,
1783001700,2026-07-02T07:15:00-07:00,2.6,
1783001760,2026-07-02T07:16:00-07:00,2.8,
1783001820,2026-07-02T07:17:00-07:00,2.2,
1783001880,2026-07-02T07:18:00-07:00,3.1,
1783001940,2026-07-02T07:19:00-07:00,2.5,
1783002000,2026-07-02T07:20:00-07:00,2.4,
1783002060,2026-07-02T07:21:00-07:00,3,
1783002120,2026-07-02T07:22:00-07:00,2.7,
1783002180,2026-07-02T07:23:00-07:00,2.7,
1783002240,2026-07-02T07:24:00-07:00,3.3,
1783002300,2026-07-02T07:25:00-07:00,2,
1783002360,2026-07-02T07:26:00-07:00,2.4,
1783002420,2026-07-02T07:27:00-07:00,3,
1783002480,2026-07-02T07:28:00-07:00,2.8,
1783002540,2026-07-02T07:29:00-07:00,2.2,
1783002600,2026-07-02T07:30:00-07:00,2.1,
1783002660,2026-07-02T07:31:00-07:00,1.6,
1783002720,2026-07-02T07:32:00-07:00,3,
1783002780,2026-07-02T07:33:00-07:00,1.6,
1783002840,2026-07-02T07:34:00-07:00,1.7,
1783002900,2026-07-02T07:35:00-07:00,2.4,
1783002960,2026-07-02T07:36:00-07:00,2.5,
1783003020,2026-07-02T07:37:00-07:00,1.9,
1783003080,2026-07-02T07:38:00-07:00,2.5,
1783003140,2026-07-02T07:39:00-07:00,4.1,
1783003200,2026-07-02T07:40:00-07:00,14.6,
1783003260,2026-07-02T07:41:00-07:00,2.2,
1783003320,2026-07-02T07:42:00-07:00,2.2,
1783003380,2026-07-02T07:43:00-07:00,2.2,
1783003440,2026-07-02T07:44:00-07:00,2.3,
1783003500,2026-07-02T07:45:00-07:00,2.6,
1783003560,2026-07-02T07:46:00-07:00,2.4,
1783003620,2026-07-02T07:47:00-07:00,2.3,
1783003680,2026-07-02T07:48:00-07:00,1.9,
1783003740,2026-07-02T07:49:00-07:00,2.4,
1783003800,2026-07-02T07:50:00-07:00,1.6,
1783003860,2026-07-02T07:51:00-07:00,3.3,
1783003920,2026-07-02T07:52:00-07:00,2.3,
1783003980,2026-07-02T07:53:00-07:00,2,
1783004040,2026-07-02T07:54:00-07:00,1.5,
1783004100,2026-07-02T07:55:00-07:00,2.5,
1783004160,2026-07-02T07:56:00-07:00,2.2,
1783004220,2026-07-02T07:57:00-07:00,4.1,
1783004280,2026-07-02T07:58:00-07:00,8.5,
1783004340,2026-07-02T07:59:00-07:00,1.8,
1783004400,2026-07-02T08:00:00-07:00,2.3,
1783004460,2026-07-02T08:01:00-07:00,1.6,
1783004520,2026-07-02T08:02:00-07:00,1.7,
1783004580,2026-07-02T08:03:00-07:00,2.2,
1783004640,2026-07-02T08:04:00-07:00,2.4,
1783004700,2026-07-02T08:05:00-07:00,2.1,
1783004760,2026-07-02T08:06:00-07:00,2.5,
1783004820,2026-07-02T08:07:00-07:00,3.1,
1783004880,2026-07-02T08:08:00-07:00,2.6,
1783004940,2026-07-02T08:09:00-07:00,2.3,
1783005000,2026-07-02T08:10:00-07:00,2.2,
1783005060,2026-07-02T08:11:00-07:00,1.6,
1783005120,2026-07-02T08:12:00-07:00,2.4,
1783005180,2026-07-02T08:13:00-07:00,2.3,
1783005240,2026-07-02T08:14:00-07:00,2.2,
1783005300,2026-07-02T08:15:00-07:00,1.9,
1783005360,2026-07-02T08:16:00-07:00,1.6,
1783005420,2026-07-02T08:17:00-07:00,2.3,
1783005480,2026-07-02T08:18:00-07:00,2.5,
1783005540,2026-07-02T08:19:00-07:00,2.3,
1783005600,2026-07-02T08:20:00-07:00,2.1,
1783005660,2026-07-02T08:21:00-07:00,2.5,
1783005720,2026-07-02T08:22:00-07:00,2.6,
1783005780,2026-07-02T08:23:00-07:00,2.3,
1783005840,2026-07-02T08:24:00-07:00,1.6,
1783005900,2026-07-02T08:25:00-07:00,1.6,
1783005960,2026-07-02T08:26:00-07:00,2.6,
1783006020,2026-07-02T08:27:00-07:00,2,
1783006080,2026-07-02T08:28:00-07:00,1.9,
1783006140,2026-07-02T08:29:00-07:00,3.1,
1783006200,2026-07-02T08:30:00-07:00,2.3,
1783006260,2026-07-02T08:31:00-07:00,2.8,
1783006320,2026-07-02T08:32:00-07:00,2.4,
1783006380,2026-07-02T08:33:00-07:00,2.3,
1783006440,2026-07-02T08:34:00-07:00,2.6,
1783006500,2026-07-02T08:35:00-07:00,2.2,
1783006560,2026-07-02T08:36:00-07:00,3.5,
1783006620,2026-07-02T08:37:00-07:00,2,
1783006680,2026-07-02T08:38:00-07:00,3.9,
