timestamp_utc,iso_pdt,carrier=verizon;connection_type=5g_cellular;experiment=none
1782283442,2026-06-23T23:44:02-07:00,552
1782288482,2026-06-24T01:08:02-07:00,552
1782288542,2026-06-24T01:09:02-07:00,552
1782288602,2026-06-24T01:10:02-07:00,552
1782288662,2026-06-24T01:11:02-07:00,552
1782288722,2026-06-24T01:12:02-07:00,552
1782293822,2026-06-24T02:37:02-07:00,143
1782293882,2026-06-24T02:38:02-07:00,143
1782293942,2026-06-24T02:39:02-07:00,143
1782294002,2026-06-24T02:40:02-07:00,143
1782294062,2026-06-24T02:41:02-07:00,143
1782296582,2026-06-24T03:23:02-07:00,143
1782296642,2026-06-24T03:24:02-07:00,143
1782296702,2026-06-24T03:25:02-07:00,143
1782296762,2026-06-24T03:26:02-07:00,143
1782296822,2026-06-24T03:27:02-07:00,143
1782297482,2026-06-24T03:38:02-07:00,492
1782297542,2026-06-24T03:39:02-07:00,492
1782297602,2026-06-24T03:40:02-07:00,492
1782297662,2026-06-24T03:41:02-07:00,492
1782297722,2026-06-24T03:42:02-07:00,492
1782298982,2026-06-24T04:03:02-07:00,143
1782299042,2026-06-24T04:04:02-07:00,143
1782299102,2026-06-24T04:05:02-07:00,143
1782299162,2026-06-24T04:06:02-07:00,143
1782299222,2026-06-24T04:07:02-07:00,143
1782299282,2026-06-24T04:08:02-07:00,143
1782300242,2026-06-24T04:24:02-07:00,492
1782300302,2026-06-24T04:25:02-07:00,492
1782300362,2026-06-24T04:26:02-07:00,492
1782300422,2026-06-24T04:27:02-07:00,492
1782300482,2026-06-24T04:28:02-07:00,492
1782304322,2026-06-24T05:32:02-07:00,143
1782304382,2026-06-24T05:33:02-07:00,143
1782304442,2026-06-24T05:34:02-07:00,143
1782304502,2026-06-24T05:35:02-07:00,143
1782304562,2026-06-24T05:36:02-07:00,143
1782309902,2026-06-24T07:05:02-07:00,143
1782309962,2026-06-24T07:06:02-07:00,143
1782310022,2026-06-24T07:07:02-07:00,143
